date,state,cases_new
2021-01-03,Johor,490
2021-01-03,Kedah,16
2021-01-03,Kelantan,36
2021-01-03,Melaka,8
2021-01-03,Negeri Sembilan,167
2021-01-03,Pahang,8
2021-01-03,Perak,144
2021-01-03,Perlis,1
2021-01-03,Pulau Pinang,85
2021-01-03,Sabah,104
2021-01-03,Sarawak,220
2021-01-03,Selangor,453
2021-01-03,Terengganu,15
2021-01-03,W.P. Kuala Lumpur,75
2021-01-03,W.P. Labuan,0
2021-01-03,W.P. Putrajaya,6
2021-01-04,Johor,165
2021-01-04,Kedah,32
2021-01-04,Kelantan,27
2021-01-04,Melaka,9
2021-01-04,Negeri Sembilan,34
2021-01-04,Pahang,14
2021-01-04,Perak,31
2021-01-04,Perlis,0
2021-01-04,Pulau Pinang,190
2021-01-04,Sabah,86
2021-01-04,Sarawak,238
2021-01-04,Selangor,237
2021-01-04,Terengganu,6
2021-01-04,W.P. Kuala Lumpur,101
2021-01-04,W.P. Labuan,7
2021-01-04,W.P. Putrajaya,1
2021-01-05,Johor,310
2021-01-05,Kedah,111
2021-01-05,Kelantan,442
2021-01-05,Melaka,54
2021-01-05,Negeri Sembilan,89
2021-01-05,Pahang,47
2021-01-05,Perak,64
2021-01-05,Perlis,0
2021-01-05,Pulau Pinang,133
2021-01-05,Sabah,64
2021-01-05,Sarawak,445
2021-01-05,Selangor,759
2021-01-05,Terengganu,42
2021-01-05,W.P. Kuala Lumpur,315
2021-01-05,W.P. Labuan,3
2021-01-05,W.P. Putrajaya,3
2021-01-06,Johor,431
2021-01-06,Kedah,236
2021-01-06,Kelantan,531
2021-01-06,Melaka,249
2021-01-06,Negeri Sembilan,397
2021-01-06,Pahang,190
2021-01-06,Perak,387
2021-01-06,Perlis,0
2021-01-06,Pulau Pinang,400
2021-01-06,Sabah,318
2021-01-06,Sarawak,703
2021-01-06,Selangor,2068
2021-01-06,Terengganu,198
2021-01-06,W.P. Kuala Lumpur,817
2021-01-06,W.P. Labuan,162
2021-01-06,W.P. Putrajaya,18
2021-01-07,Johor,270
2021-01-07,Kedah,250
2021-01-07,Kelantan,108
2021-01-07,Melaka,311
2021-01-07,Negeri Sembilan,692
2021-01-07,Pahang,195
2021-01-07,Perak,149
2021-01-07,Perlis,1
2021-01-07,Pulau Pinang,174
2021-01-07,Sabah,232
2021-01-07,Sarawak,544
2021-01-07,Selangor,2885
2021-01-07,Terengganu,50
2021-01-07,W.P. Kuala Lumpur,988
2021-01-07,W.P. Labuan,129
2021-01-07,W.P. Putrajaya,10
2021-01-08,Johor,1045
2021-01-08,Kedah,1511
2021-01-08,Kelantan,459
2021-01-08,Melaka,686
2021-01-08,Negeri Sembilan,809
2021-01-08,Pahang,676
2021-01-08,Perak,693
2021-01-08,Perlis,21
2021-01-08,Pulau Pinang,752
2021-01-08,Sabah,1002
2021-01-08,Sarawak,578
2021-01-08,Selangor,6326
2021-01-08,Terengganu,429
2021-01-08,W.P. Kuala Lumpur,2086
2021-01-08,W.P. Labuan,5
2021-01-08,W.P. Putrajaya,72
2021-01-09,Johor,1993
2021-01-09,Kedah,1585
2021-01-09,Kelantan,1504
2021-01-09,Melaka,309
2021-01-09,Negeri Sembilan,291
2021-01-09,Pahang,715
2021-01-09,Perak,899
2021-01-09,Perlis,33
2021-01-09,Pulau Pinang,1762
2021-01-09,Sabah,2430
2021-01-09,Sarawak,2414
2021-01-09,Selangor,3711
2021-01-09,Terengganu,506
2021-01-09,W.P. Kuala Lumpur,573
2021-01-09,W.P. Labuan,3
2021-01-09,W.P. Putrajaya,34
2021-02-03,Johor,163
2021-02-03,Kedah,11
2021-02-03,Kelantan,46
2021-02-03,Melaka,11
2021-02-03,Negeri Sembilan,115
2021-02-03,Pahang,3
2021-02-03,Perak,63
2021-02-03,Perlis,0
2021-02-03,Pulau Pinang,106
2021-02-03,Sabah,53
2021-02-03,Sarawak,159
2021-02-03,Selangor,672
2021-02-03,Terengganu,7
2021-02-03,W.P. Kuala Lumpur,145
2021-02-03,W.P. Labuan,0
2021-02-03,W.P. Putrajaya,1
2021-02-04,Johor,103
2021-02-04,Kedah,21
2021-02-04,Kelantan,66
2021-02-04,Melaka,22
2021-02-04,Negeri Sembilan,31
2021-02-04,Pahang,57
2021-02-04,Perak,14
2021-02-04,Perlis,1
2021-02-04,Pulau Pinang,139
2021-02-04,Sabah,63
2021-02-04,Sarawak,217
2021-02-04,Selangor,455
2021-02-04,Terengganu,8
2021-02-04,W.P. Kuala Lumpur,88
2021-02-04,W.P. Labuan,4
2021-02-04,W.P. Putrajaya,5
2021-02-05,Johor,213
2021-02-05,Kedah,101
2021-02-05,Kelantan,400
2021-02-05,Melaka,61
2021-02-05,Negeri Sembilan,73
2021-02-05,Pahang,45
2021-02-05,Perak,77
2021-02-05,Perlis,4
2021-02-05,Pulau Pinang,145
2021-02-05,Sabah,115
2021-02-05,Sarawak,587
2021-02-05,Selangor,1200
2021-02-05,Terengganu,184
2021-02-05,W.P. Kuala Lumpur,198
2021-02-05,W.P. Labuan,7
2021-02-05,W.P. Putrajaya,8
2021-02-06,Johor,554
2021-02-06,Kedah,283
2021-02-06,Kelantan,541
2021-02-06,Melaka,209
2021-02-06,Negeri Sembilan,586
2021-02-06,Pahang,237
2021-02-06,Perak,224
2021-02-06,Perlis,7
2021-02-06,Pulau Pinang,407
2021-02-06,Sabah,254
2021-02-06,Sarawak,588
2021-02-06,Selangor,2728
2021-02-06,Terengganu,224
2021-02-06,W.P. Kuala Lumpur,701
2021-02-06,W.P. Labuan,159
2021-02-06,W.P. Putrajaya,1
2021-02-07,Johor,517
2021-02-07,Kedah,257
2021-02-07,Kelantan,129
2021-02-07,Melaka,202
2021-02-07,Negeri Sembilan,606
2021-02-07,Pahang,329
2021-02-07,Perak,182
2021-02-07,Perlis,0
2021-02-07,Pulau Pinang,351
2021-02-07,Sabah,230
2021-02-07,Sarawak,440
2021-02-07,Selangor,2907
2021-02-07,Terengganu,44
2021-02-07,W.P. Kuala Lumpur,637
2021-02-07,W.P. Labuan,131
2021-02-07,W.P. Putrajaya,20
2021-02-08,Johor,1222
2021-02-08,Kedah,1108
2021-02-08,Kelantan,552
2021-02-08,Melaka,463
2021-02-08,Negeri Sembilan,862
2021-02-08,Pahang,475
2021-02-08,Perak,748
2021-02-08,Perlis,9
2021-02-08,Pulau Pinang,667
2021-02-08,Sabah,1166
2021-02-08,Sarawak,411
2021-02-08,Selangor,6067
2021-02-08,Terengganu,425
2021-02-08,W.P. Kuala Lumpur,1536
2021-02-08,W.P. Labuan,7
2021-02-08,W.P. Putrajaya,46
2021-02-09,Johor,2145
2021-02-09,Kedah,2455
2021-02-09,Kelantan,1247
2021-02-09,Melaka,407
2021-02-09,Negeri Sembilan,301
2021-02-09,Pahang,599
2021-02-09,Perak,990
2021-02-09,Perlis,90
2021-02-09,Pulau Pinang,1600
2021-02-09,Sabah,2329
2021-02-09,Sarawak,2992
2021-02-09,Selangor,4073
2021-02-09,Terengganu,987
2021-02-09,W.P. Kuala Lumpur,731
2021-02-09,W.P. Labuan,5
2021-02-09,W.P. Putrajaya,37
2021-02-24,Johor,318
2021-02-24,Kedah,17
2021-02-24,Kelantan,53
2021-02-24,Melaka,26
2021-02-24,Negeri Sembilan,1392
2021-02-24,Pahang,8
2021-02-24,Perak,188
2021-02-24,Perlis,0
2021-02-24,Pulau Pinang,95
2021-02-24,Sabah,105
2021-02-24,Sarawak,353
2021-02-24,Selangor,581
2021-02-24,Terengganu,22
2021-02-24,W.P. Kuala Lumpur,381
2021-02-24,W.P. Labuan,5
2021-02-24,W.P. Putrajaya,1
2021-02-25,Johor,257
2021-02-25,Kedah,29
2021-02-25,Kelantan,44
2021-02-25,Melaka,22
2021-02-25,Negeri Sembilan,62
2021-02-25,Pahang,19
2021-02-25,Perak,120
2021-02-25,Perlis,1
2021-02-25,Pulau Pinang,162
2021-02-25,Sabah,93
2021-02-25,Sarawak,219
2021-02-25,Selangor,666
2021-02-25,Terengganu,6
2021-02-25,W.P. Kuala Lumpur,218
2021-02-25,W.P. Labuan,4
2021-02-25,W.P. Putrajaya,2
2021-02-26,Johor,276
2021-02-26,Kedah,25
2021-02-26,Kelantan,73
2021-02-26,Melaka,13
2021-02-26,Negeri Sembilan,68
2021-02-26,Pahang,21
2021-02-26,Perak,545
2021-02-26,Perlis,4
2021-02-26,Pulau Pinang,93
2021-02-26,Sabah,129
2021-02-26,Sarawak,250
2021-02-26,Selangor,633
2021-02-26,Terengganu,1
2021-02-26,W.P. Kuala Lumpur,122
2021-02-26,W.P. Labuan,0
2021-02-26,W.P. Putrajaya,0
2021-02-27,Johor,314
2021-02-27,Kedah,17
2021-02-27,Kelantan,68
2021-02-27,Melaka,17
2021-02-27,Negeri Sembilan,74
2021-02-27,Pahang,8
2021-02-27,Perak,305
2021-02-27,Perlis,0
2021-02-27,Pulau Pinang,155
2021-02-27,Sabah,157
2021-02-27,Sarawak,255
2021-02-27,Selangor,862
2021-02-27,Terengganu,11
2021-02-27,W.P. Kuala Lumpur,117
2021-02-27,W.P. Labuan,0
2021-02-27,W.P. Putrajaya,4
2021-02-28,Johor,340
2021-02-28,Kedah,13
2021-02-28,Kelantan,33
2021-02-28,Melaka,10
2021-02-28,Negeri Sembilan,65
2021-02-28,Pahang,11
2021-02-28,Perak,287
2021-02-28,Perlis,0
2021-02-28,Pulau Pinang,105
2021-02-28,Sabah,134
2021-02-28,Sarawak,171
2021-02-28,Selangor,914
2021-02-28,Terengganu,12
2021-02-28,W.P. Kuala Lumpur,337
2021-02-28,W.P. Labuan,2
2021-02-28,W.P. Putrajaya,3
2021-03-03,Johor,376
2021-03-03,Kedah,40
2021-03-03,Kelantan,33
2021-03-03,Melaka,36
2021-03-03,Negeri Sembilan,24
2021-03-03,Pahang,36
2021-03-03,Perak,136
2021-03-03,Perlis,0
2021-03-03,Pulau Pinang,90
2021-03-03,Sabah,95
2021-03-03,Sarawak,139
2021-03-03,Selangor,640
2021-03-03,Terengganu,5
2021-03-03,W.P. Kuala Lumpur,92
2021-03-03,W.P. Labuan,0
2021-03-03,W.P. Putrajaya,3
2021-03-04,Johor,83
2021-03-04,Kedah,20
2021-03-04,Kelantan,64
2021-03-04,Melaka,20
2021-03-04,Negeri Sembilan,25
2021-03-04,Pahang,35
2021-03-04,Perak,494
2021-03-04,Perlis,0
2021-03-04,Pulau Pinang,92
2021-03-04,Sabah,73
2021-03-04,Sarawak,290
2021-03-04,Selangor,352
2021-03-04,Terengganu,4
2021-03-04,W.P. Kuala Lumpur,67
2021-03-04,W.P. Labuan,12
2021-03-04,W.P. Putrajaya,7
2021-03-05,Johor,205
2021-03-05,Kedah,103
2021-03-05,Kelantan,401
2021-03-05,Melaka,95
2021-03-05,Negeri Sembilan,97
2021-03-05,Pahang,55
2021-03-05,Perak,59
2021-03-05,Perlis,0
2021-03-05,Pulau Pinang,194
2021-03-05,Sabah,57
2021-03-05,Sarawak,356
2021-03-05,Selangor,637
2021-03-05,Terengganu,38
2021-03-05,W.P. Kuala Lumpur,200
2021-03-05,W.P. Labuan,0
2021-03-05,W.P. Putrajaya,3
2021-03-06,Johor,752
2021-03-06,Kedah,373
2021-03-06,Kelantan,414
2021-03-06,Melaka,322
2021-03-06,Negeri Sembilan,576
2021-03-06,Pahang,135
2021-03-06,Perak,384
2021-03-06,Perlis,5
2021-03-06,Pulau Pinang,303
2021-03-06,Sabah,203
2021-03-06,Sarawak,594
2021-03-06,Selangor,3125
2021-03-06,Terengganu,127
2021-03-06,W.P. Kuala Lumpur,801
2021-03-06,W.P. Labuan,62
2021-03-06,W.P. Putrajaya,33
2021-03-07,Johor,414
2021-03-07,Kedah,145
2021-03-07,Kelantan,89
2021-03-07,Melaka,345
2021-03-07,Negeri Sembilan,699
2021-03-07,Pahang,200
2021-03-07,Perak,101
2021-03-07,Perlis,2
2021-03-07,Pulau Pinang,142
2021-03-07,Sabah,322
2021-03-07,Sarawak,361
2021-03-07,Selangor,3047
2021-03-07,Terengganu,51
2021-03-07,W.P. Kuala Lumpur,616
2021-03-07,W.P. Labuan,108
2021-03-07,W.P. Putrajaya,16
2021-03-08,Johor,1275
2021-03-08,Kedah,1036
2021-03-08,Kelantan,915
2021-03-08,Melaka,508
2021-03-08,Negeri Sembilan,816
2021-03-08,Pahang,628
2021-03-08,Perak,967
2021-03-08,Perlis,7
2021-03-08,Pulau Pinang,798
2021-03-08,Sabah,1010
2021-03-08,Sarawak,494
2021-03-08,Selangor,5836
2021-03-08,Terengganu,429
2021-03-08,W.P. Kuala Lumpur,2309
2021-03-08,W.P. Labuan,5
2021-03-08,W.P. Putrajaya,72
2021-03-09,Johor,2331
2021-03-09,Kedah,1470
2021-03-09,Kelantan,1356
2021-03-09,Melaka,399
2021-03-09,Negeri Sembilan,270
2021-03-09,Pahang,559
2021-03-09,Perak,1389
2021-03-09,Perlis,80
2021-03-09,Pulau Pinang,1726
2021-03-09,Sabah,2404
2021-03-09,Sarawak,2464
2021-03-09,Selangor,3613
2021-03-09,Terengganu,532
2021-03-09,W.P. Kuala Lumpur,740
2021-03-09,W.P. Labuan,4
2021-03-09,W.P. Putrajaya,41
2021-03-13,Johor,101
2021-03-13,Kedah,13
2021-03-13,Kelantan,40
2021-03-13,Melaka,2
2021-03-13,Negeri Sembilan,6
2021-03-13,Pahang,8
2021-03-13,Perak,72
2021-03-13,Perlis,29
2021-03-13,Pulau Pinang,178
2021-03-13,Sabah,71
2021-03-13,Sarawak,222
2021-03-13,Selangor,551
2021-03-13,Terengganu,14
2021-03-13,W.P. Kuala Lumpur,158
2021-03-13,W.P. Labuan,1
2021-03-13,W.P. Putrajaya,4
2021-03-14,Johor,121
2021-03-14,Kedah,33
2021-03-14,Kelantan,26
2021-03-14,Melaka,4
2021-03-14,Negeri Sembilan,21
2021-03-14,Pahang,5
2021-03-14,Perak,101
2021-03-14,Perlis,0
2021-03-14,Pulau Pinang,154
2021-03-14,Sabah,39
2021-03-14,Sarawak,178
2021-03-14,Selangor,577
2021-03-14,Terengganu,37
2021-03-14,W.P. Kuala Lumpur,55
2021-03-14,W.P. Labuan,1
2021-03-14,W.P. Putrajaya,2
2021-03-15,Johor,118
2021-03-15,Kedah,27
2021-03-15,Kelantan,25
2021-03-15,Melaka,2
2021-03-15,Negeri Sembilan,80
2021-03-15,Pahang,17
2021-03-15,Perak,37
2021-03-15,Perlis,0
2021-03-15,Pulau Pinang,142
2021-03-15,Sabah,29
2021-03-15,Sarawak,251
2021-03-15,Selangor,379
2021-03-15,Terengganu,39
2021-03-15,W.P. Kuala Lumpur,61
2021-03-15,W.P. Labuan,0
2021-03-15,W.P. Putrajaya,1
2021-03-16,Johor,91
2021-03-16,Kedah,32
2021-03-16,Kelantan,67
2021-03-16,Melaka,1
2021-03-16,Negeri Sembilan,17
2021-03-16,Pahang,2
2021-03-16,Perak,24
2021-03-16,Perlis,0
2021-03-16,Pulau Pinang,175
2021-03-16,Sabah,38
2021-03-16,Sarawak,183
2021-03-16,Selangor,323
2021-03-16,Terengganu,23
2021-03-16,W.P. Kuala Lumpur,86
2021-03-16,W.P. Labuan,1
2021-03-16,W.P. Putrajaya,0
2021-03-17,Johor,169
2021-03-17,Kedah,26
2021-03-17,Kelantan,19
2021-03-17,Melaka,20
2021-03-17,Negeri Sembilan,46
2021-03-17,Pahang,3
2021-03-17,Perak,36
2021-03-17,Perlis,1
2021-03-17,Pulau Pinang,69
2021-03-17,Sabah,31
2021-03-17,Sarawak,225
2021-03-17,Selangor,499
2021-03-17,Terengganu,15
2021-03-17,W.P. Kuala Lumpur,54
2021-03-17,W.P. Labuan,1
2021-03-17,W.P. Putrajaya,5
2021-03-18,Johor,142
2021-03-18,Kedah,38
2021-03-18,Kelantan,20
2021-03-18,Melaka,8
2021-03-18,Negeri Sembilan,23
2021-03-18,Pahang,14
2021-03-18,Perak,39
2021-03-18,Perlis,0
2021-03-18,Pulau Pinang,104
2021-03-18,Sabah,73
2021-03-18,Sarawak,303
2021-03-18,Selangor,353
2021-03-18,Terengganu,15
2021-03-18,W.P. Kuala Lumpur,79
2021-03-18,W.P. Labuan,2
2021-03-18,W.P. Putrajaya,0
2021-03-19,Johor,137
2021-03-19,Kedah,25
2021-03-19,Kelantan,52
2021-03-19,Melaka,54
2021-03-19,Negeri Sembilan,41
2021-03-19,Pahang,13
2021-03-19,Perak,100
2021-03-19,Perlis,0
2021-03-19,Pulau Pinang,182
2021-03-19,Sabah,33
2021-03-19,Sarawak,407
2021-03-19,Selangor,348
2021-03-19,Terengganu,6
2021-03-19,W.P. Kuala Lumpur,175
2021-03-19,W.P. Labuan,2
2021-03-19,W.P. Putrajaya,1
2021-03-20,Johor,130
2021-03-20,Kedah,46
2021-03-20,Kelantan,63
2021-03-20,Melaka,18
2021-03-20,Negeri Sembilan,25
2021-03-20,Pahang,3
2021-03-20,Perak,37
2021-03-20,Perlis,0
2021-03-20,Pulau Pinang,328
2021-03-20,Sabah,102
2021-03-20,Sarawak,154
2021-03-20,Selangor,652
2021-03-20,Terengganu,32
2021-03-20,W.P. Kuala Lumpur,78
2021-03-20,W.P. Labuan,3
2021-03-20,W.P. Putrajaya,0
2021-03-21,Johor,141
2021-03-21,Kedah,30
2021-03-21,Kelantan,30
2021-03-21,Melaka,10
2021-03-21,Negeri Sembilan,22
2021-03-21,Pahang,11
2021-03-21,Perak,55
2021-03-21,Perlis,5
2021-03-21,Pulau Pinang,205
2021-03-21,Sabah,50
2021-03-21,Sarawak,276
2021-03-21,Selangor,356
2021-03-21,Terengganu,18
2021-03-21,W.P. Kuala Lumpur,115
2021-03-21,W.P. Labuan,0
2021-03-21,W.P. Putrajaya,3
2021-03-22,Johor,86
2021-03-22,Kedah,27
2021-03-22,Kelantan,44
2021-03-22,Melaka,12
2021-03-22,Negeri Sembilan,41
2021-03-22,Pahang,42
2021-03-22,Perak,39
2021-03-22,Perlis,0
2021-03-22,Pulau Pinang,88
2021-03-22,Sabah,36
2021-03-22,Sarawak,124
2021-03-22,Selangor,403
2021-03-22,Terengganu,3
2021-03-22,W.P. Kuala Lumpur,158
2021-03-22,W.P. Labuan,8
2021-03-22,W.P. Putrajaya,5
2021-03-23,Johor,161
2021-03-23,Kedah,51
2021-03-23,Kelantan,65
2021-03-23,Melaka,45
2021-03-23,Negeri Sembilan,10
2021-03-23,Pahang,38
2021-03-23,Perak,4
2021-03-23,Perlis,0
2021-03-23,Pulau Pinang,100
2021-03-23,Sabah,60
2021-03-23,Sarawak,140
2021-03-23,Selangor,625
2021-03-23,Terengganu,7
2021-03-23,W.P. Kuala Lumpur,64
2021-03-23,W.P. Labuan,14
2021-03-23,W.P. Putrajaya,0
2021-03-24,Johor,135
2021-03-24,Kedah,49
2021-03-24,Kelantan,49
2021-03-24,Melaka,52
2021-03-24,Negeri Sembilan,59
2021-03-24,Pahang,43
2021-03-24,Perak,42
2021-03-24,Perlis,0
2021-03-24,Pulau Pinang,99
2021-03-24,Sabah,45
2021-03-24,Sarawak,141
2021-03-24,Selangor,490
2021-03-24,Terengganu,4
2021-03-24,W.P. Kuala Lumpur,53
2021-03-24,W.P. Labuan,1
2021-03-24,W.P. Putrajaya,6
2021-03-25,Johor,129
2021-03-25,Kedah,44
2021-03-25,Kelantan,63
2021-03-25,Melaka,32
2021-03-25,Negeri Sembilan,49
2021-03-25,Pahang,10
2021-03-25,Perak,71
2021-03-25,Perlis,0
2021-03-25,Pulau Pinang,113
2021-03-25,Sabah,70
2021-03-25,Sarawak,308
2021-03-25,Selangor,356
2021-03-25,Terengganu,6
2021-03-25,W.P. Kuala Lumpur,98
2021-03-25,W.P. Labuan,3
2021-03-25,W.P. Putrajaya,8
2021-03-26,Johor,120
2021-03-26,Kedah,27
2021-03-26,Kelantan,86
2021-03-26,Melaka,19
2021-03-26,Negeri Sembilan,12
2021-03-26,Pahang,6
2021-03-26,Perak,28
2021-03-26,Perlis,2
2021-03-26,Pulau Pinang,137
2021-03-26,Sabah,51
2021-03-26,Sarawak,213
2021-03-26,Selangor,478
2021-03-26,Terengganu,3
2021-03-26,W.P. Kuala Lumpur,86
2021-03-26,W.P. Labuan,5
2021-03-26,W.P. Putrajaya,2
2021-03-27,Johor,81
2021-03-27,Kedah,33
2021-03-27,Kelantan,138
2021-03-27,Melaka,36
2021-03-27,Negeri Sembilan,43
2021-03-27,Pahang,30
2021-03-27,Perak,9
2021-03-27,Perlis,0
2021-03-27,Pulau Pinang,125
2021-03-27,Sabah,64
2021-03-27,Sarawak,267
2021-03-27,Selangor,283
2021-03-27,Terengganu,3
2021-03-27,W.P. Kuala Lumpur,84
2021-03-27,W.P. Labuan,2
2021-03-27,W.P. Putrajaya,1
2021-03-28,Johor,176
2021-03-28,Kedah,23
2021-03-28,Kelantan,34
2021-03-28,Melaka,5
2021-03-28,Negeri Sembilan,9
2021-03-28,Pahang,32
2021-03-28,Perak,23
2021-03-28,Perlis,0
2021-03-28,Pulau Pinang,212
2021-03-28,Sabah,38
2021-03-28,Sarawak,426
2021-03-28,Selangor,256
2021-03-28,Terengganu,2
2021-03-28,W.P. Kuala Lumpur,58
2021-03-28,W.P. Labuan,6
2021-03-28,W.P. Putrajaya,2
2021-03-29,Johor,171
2021-03-29,Kedah,13
2021-03-29,Kelantan,49
2021-03-29,Melaka,8
2021-03-29,Negeri Sembilan,18
2021-03-29,Pahang,5
2021-03-29,Perak,5
2021-03-29,Perlis,0
2021-03-29,Pulau Pinang,164
2021-03-29,Sabah,34
2021-03-29,Sarawak,192
2021-03-29,Selangor,219
2021-03-29,Terengganu,4
2021-03-29,W.P. Kuala Lumpur,57
2021-03-29,W.P. Labuan,1
2021-03-29,W.P. Putrajaya,1
2021-03-30,Johor,96
2021-03-30,Kedah,41
2021-03-30,Kelantan,44
2021-03-30,Melaka,6
2021-03-30,Negeri Sembilan,39
2021-03-30,Pahang,16
2021-03-30,Perak,44
2021-03-30,Perlis,1
2021-03-30,Pulau Pinang,194
2021-03-30,Sabah,41
2021-03-30,Sarawak,153
2021-03-30,Selangor,401
2021-03-30,Terengganu,2
2021-03-30,W.P. Kuala Lumpur,53
2021-03-30,W.P. Labuan,1
2021-03-30,W.P. Putrajaya,1
2021-03-31,Johor,86
2021-03-31,Kedah,37
2021-03-31,Kelantan,57
2021-03-31,Melaka,41
2021-03-31,Negeri Sembilan,32
2021-03-31,Pahang,36
2021-03-31,Perak,31
2021-03-31,Perlis,1
