date,state,daily
2021-09-05,Terengganu,2803
2021-09-05,W.P. Kuala Lumpur,2535
2021-09-05,W.P. Labuan,0
2021-09-05,W.P. Putrajaya,0
2021-09-06,Johor,18623
2021-09-06,Kedah,10301
2021-09-06,Kelantan,11018
2021-09-06,Melaka,3917
2021-09-06,Negeri Sembilan,5917
2021-09-06,Pahang,8069
2021-09-06,Perak,10720
2021-09-06,Perlis,2221
2021-09-06,Pulau Pinang,8465
2021-09-06,Sabah,13477
2021-09-06,Sarawak,9137
2021-09-06,Selangor,25122
2021-09-06,Terengganu,4808
2021-09-06,W.P. Kuala Lumpur,22720
2021-09-06,W.P. Labuan,648
2021-09-06,W.P. Putrajaya,1424
2021-09-07,Johor,15548
2021-09-07,Kedah,6446
2021-09-07,Kelantan,447
2021-09-07,Melaka,8850
2021-09-07,Negeri Sembilan,21345
2021-09-07,Pahang,7255
2021-09-07,Perak,26054
2021-09-07,Perlis,2381
2021-09-07,Pulau Pinang,16729
2021-09-07,Sabah,14730
2021-09-07,Sarawak,69876
2021-09-07,Selangor,97236
2021-09-07,Terengganu,2515
2021-09-07,W.P. Kuala Lumpur,53517
2021-09-07,W.P. Labuan,2615
2021-09-07,W.P. Putrajaya,2434
2021-09-08,Johor,51217
2021-09-08,Kedah,35890
2021-09-08,Kelantan,24459
2021-09-08,Melaka,13660
2021-09-08,Negeri Sembilan,19995
2021-09-08,Pahang,14635
2021-09-08,Perak,32034
2021-09-08,Perlis,3816
2021-09-08,Pulau Pinang,27327
2021-09-08,Sabah,42016
2021-09-08,Sarawak,22180
2021-09-08,Selangor,112645
2021-09-08,Terengganu,10234
2021-09-08,W.P. Kuala Lumpur,63104
2021-09-08,W.P. Labuan,1530
2021-09-08,W.P. Putrajaya,1641
2021-09-09,Johor,48800
2021-09-09,Kedah,22409
2021-09-09,Kelantan,20697
2021-09-09,Melaka,14643
2021-09-09,Negeri Sembilan,9867
2021-09-09,Pahang,23933
2021-09-09,Perak,31783
2021-09-09,Perlis,2441
2021-09-09,Pulau Pinang,28940
2021-09-09,Sabah,35412
2021-09-09,Sarawak,13483
2021-09-09,Selangor,25820
2021-09-09,Terengganu,20838
2021-09-09,W.P. Kuala Lumpur,28620
2021-09-09,W.P. Labuan,97
2021-09-09,W.P. Putrajaya,653
2021-09-13,Johor,38553
2021-09-13,Kedah,20932
2021-09-13,Kelantan,9445
2021-09-13,Melaka,4264
2021-09-13,Negeri Sembilan,10034
2021-09-13,Pahang,10204
2021-09-13,Perak,27778
2021-09-13,Perlis,3665
2021-09-13,Pulau Pinang,15450
2021-09-13,Sabah,24091
2021-09-13,Sarawak,4739
2021-09-13,Selangor,21923
2021-09-13,Terengganu,14415
2021-09-13,W.P. Kuala Lumpur,20374
2021-09-13,W.P. Labuan,345
2021-09-13,W.P. Putrajaya,935
2021-09-14,Johor,46373
2021-09-14,Kedah,22756
2021-09-14,Kelantan,14057
2021-09-14,Melaka,4932
2021-09-14,Negeri Sembilan,8787
2021-09-14,Pahang,11271
2021-09-14,Perak,28887
2021-09-14,Perlis,5297
2021-09-14,Pulau Pinang,13544
2021-09-14,Sabah,26483
2021-09-14,Sarawak,4191
2021-09-14,Selangor,18352
2021-09-14,Terengganu,16975
2021-09-14,W.P. Kuala Lumpur,21305
2021-09-14,W.P. Labuan,190
2021-09-14,W.P. Putrajaya,571
2021-09-15,Johor,46184
2021-09-15,Kedah,24231
2021-09-15,Kelantan,17611
2021-09-15,Melaka,3779
2021-09-15,Negeri Sembilan,10019
2021-09-15,Pahang,11003
2021-09-15,Perak,28322
2021-09-15,Perlis,4566
2021-09-15,Pulau Pinang,16587
2021-09-15,Sabah,24417
2021-09-15,Sarawak,4102
2021-09-15,Selangor,21658
2021-09-15,Terengganu,16166
2021-09-15,W.P. Kuala Lumpur,19300
2021-09-15,W.P. Labuan,151
2021-09-15,W.P. Putrajaya,714
2021-09-16,Johor,40673
2021-09-16,Kedah,17059
2021-09-16,Kelantan,7474
2021-09-16,Melaka,3910
2021-09-16,Negeri Sembilan,2364
2021-09-16,Pahang,6184
2021-09-16,Perak,19070
2021-09-16,Perlis,130
2021-09-16,Pulau Pinang,15599
2021-09-16,Sabah,40135
2021-09-16,Sarawak,2761
2021-09-16,Selangor,16443
2021-09-16,Terengganu,13917
2021-09-16,W.P. Kuala Lumpur,16577
2021-09-16,W.P. Labuan,2
2021-09-16,W.P. Putrajaya,0
2021-09-17,Johor,32874
2021-09-17,Kedah,17903
2021-09-17,Kelantan,6666
2021-09-17,Melaka,5002
2021-09-17,Negeri Sembilan,10552
2021-09-17,Pahang,9754
2021-09-17,Perak,32509
2021-09-17,Perlis,2621
2021-09-17,Pulau Pinang,17880
2021-09-17,Sabah,54713
2021-09-17,Sarawak,4483
2021-09-17,Selangor,21256
2021-09-17,Terengganu,1297
2021-09-17,W.P. Kuala Lumpur,19548
2021-09-17,W.P. Labuan,120
2021-09-17,W.P. Putrajaya,824
2021-09-18,Johor,42785
2021-09-18,Kedah,17570
2021-09-18,Kelantan,10864
2021-09-18,Melaka,6342
2021-09-18,Negeri Sembilan,7314
2021-09-18,Pahang,10385
2021-09-18,Perak,20493
2021-09-18,Perlis,1254
2021-09-18,Pulau Pinang,13762
2021-09-18,Sabah,53286
2021-09-18,Sarawak,3500
2021-09-18,Selangor,15696
2021-09-18,Terengganu,9457
2021-09-18,W.P. Kuala Lumpur,19781
2021-09-18,W.P. Labuan,70
2021-09-18,W.P. Putrajaya,0
2021-09-19,Johor,38719
2021-09-19,Kedah,20322
2021-09-19,Kelantan,23347
2021-09-19,Melaka,3048
2021-09-19,Negeri Sembilan,5813
2021-09-19,Pahang,5081
2021-09-19,Perak,20876
2021-09-19,Perlis,1552
2021-09-19,Pulau Pinang,14910
2021-09-19,Sabah,42600
2021-09-19,Sarawak,1718
2021-09-19,Selangor,13901
2021-09-19,Terengganu,9055
2021-09-19,W.P. Kuala Lumpur,18126
2021-09-19,W.P. Labuan,13
2021-09-19,W.P. Putrajaya,0
2021-09-20,Johor,45195
2021-09-20,Kedah,28331
2021-09-20,Kelantan,27796
2021-09-20,Melaka,6760
2021-09-20,Negeri Sembilan,6861
2021-09-20,Pahang,22682
2021-09-20,Perak,29550
2021-09-20,Perlis,3243
2021-09-20,Pulau Pinang,13802
2021-09-20,Sabah,48150
2021-09-20,Sarawak,2568
2021-09-20,Selangor,18149
2021-09-20,Terengganu,11038
2021-09-20,W.P. Kuala Lumpur,24317
2021-09-20,W.P. Labuan,180
2021-09-20,W.P. Putrajaya,996
2021-09-21,Johor,53370
2021-09-21,Kedah,28684
2021-09-21,Kelantan,23107
2021-09-21,Melaka,8716
2021-09-21,Negeri Sembilan,3628
2021-09-21,Pahang,20198
2021-09-21,Perak,22891
2021-09-21,Perlis,2547
2021-09-21,Pulau Pinang,12066
2021-09-21,Sabah,39693
2021-09-21,Sarawak,1128
2021-09-21,Selangor,16695
2021-09-21,Terengganu,13122
2021-09-21,W.P. Kuala Lumpur,15118
2021-09-21,W.P. Labuan,53
2021-09-21,W.P. Putrajaya,239
2021-09-22,Johor,51710
2021-09-22,Kedah,26673
2021-09-22,Kelantan,28567
2021-09-22,Melaka,15951
2021-09-22,Negeri Sembilan,10570
2021-09-22,Pahang,28089
2021-09-22,Perak,35900
2021-09-22,Perlis,3019
2021-09-22,Pulau Pinang,13122
2021-09-22,Sabah,44012
2021-09-22,Sarawak,1916
2021-09-22,Selangor,20950
2021-09-22,Terengganu,15984
2021-09-22,W.P. Kuala Lumpur,22803
2021-09-22,W.P. Labuan,1286
2021-09-22,W.P. Putrajaya,790
2021-09-23,Johor,40753
2021-09-23,Kedah,31796
2021-09-23,Kelantan,31376
2021-09-23,Melaka,15790
2021-09-23,Negeri Sembilan,11665
2021-09-23,Pahang,21849
2021-09-23,Perak,38876
2021-09-23,Perlis,3356
2021-09-23,Pulau Pinang,17461
2021-09-23,Sabah,42458
2021-09-23,Sarawak,3080
2021-09-23,Selangor,29164
2021-09-23,Terengganu,15707
2021-09-23,W.P. Kuala Lumpur,20880
2021-09-23,W.P. Labuan,1310
2021-09-23,W.P. Putrajaya,1091
2021-09-24,Johor,37778
2021-09-24,Kedah,18757
2021-09-24,Kelantan,11473
2021-09-24,Melaka,15704
2021-09-24,Negeri Sembilan,9136
2021-09-24,Pahang,24769
2021-09-24,Perak,34554
2021-09-24,Perlis,3141
2021-09-24,Pulau Pinang,16162
2021-09-24,Sabah,34594
2021-09-24,Sarawak,4370
2021-09-24,Selangor,33135
2021-09-24,Terengganu,5652
2021-09-24,W.P. Kuala Lumpur,21786
2021-09-24,W.P. Labuan,1453
2021-09-24,W.P. Putrajaya,909
2021-09-25,Johor,37872
2021-09-25,Kedah,17058
2021-09-25,Kelantan,20199
2021-09-25,Melaka,15946
2021-09-25,Negeri Sembilan,3456
2021-09-25,Pahang,21972
2021-09-25,Perak,22503
2021-09-25,Perlis,1627
2021-09-25,Pulau Pinang,15415
2021-09-25,Sabah,33225
2021-09-25,Sarawak,19264
2021-09-25,Selangor,21731
2021-09-25,Terengganu,8576
2021-09-25,W.P. Kuala Lumpur,19519
2021-09-25,W.P. Labuan,778
2021-09-25,W.P. Putrajaya,0
2021-09-26,Johor,45927
2021-09-26,Kedah,36500
2021-09-26,Kelantan,25236
2021-09-26,Melaka,6688
2021-09-26,Negeri Sembilan,1134
2021-09-26,Pahang,18167
2021-09-26,Perak,22684
2021-09-26,Perlis,1538
2021-09-26,Pulau Pinang,16429
2021-09-26,Sabah,24831
2021-09-26,Sarawak,19996
2021-09-26,Selangor,18902
2021-09-26,Terengganu,10640
2021-09-26,W.P. Kuala Lumpur,20027
2021-09-26,W.P. Labuan,766
2021-09-26,W.P. Putrajaya,0
2021-09-27,Johor,48691
2021-09-27,Kedah,37469
2021-09-27,Kelantan,28639
2021-09-27,Melaka,11505
2021-09-27,Negeri Sembilan,12001
2021-09-27,Pahang,25020
2021-09-27,Perak,29796
2021-09-27,Perlis,2974
2021-09-27,Pulau Pinang,16818
2021-09-27,Sabah,27149
2021-09-27,Sarawak,15952
2021-09-27,Selangor,32272
2021-09-27,Terengganu,12009
2021-09-27,W.P. Kuala Lumpur,21717
2021-09-27,W.P. Labuan,356
2021-09-27,W.P. Putrajaya,967
2021-09-28,Johor,47181
2021-09-28,Kedah,40576
2021-09-28,Kelantan,29882
2021-09-28,Melaka,9123
2021-09-28,Negeri Sembilan,9658
2021-09-28,Pahang,27585
2021-09-28,Perak,28492
2021-09-28,Perlis,3083
2021-09-28,Pulau Pinang,23071
2021-09-28,Sabah,23996
2021-09-28,Sarawak,14721
2021-09-28,Selangor,32045
2021-09-28,Terengganu,13397
2021-09-28,W.P. Kuala Lumpur,25660
2021-09-28,W.P. Labuan,216
2021-09-28,W.P. Putrajaya,1036
2021-09-29,Johor,49175
2021-09-29,Kedah,36586
2021-09-29,Kelantan,28149
2021-09-29,Melaka,9978
2021-09-29,Negeri Sembilan,10856
2021-09-29,Pahang,28679
2021-09-29,Perak,30298
2021-09-29,Perlis,3458
2021-09-29,Pulau Pinang,23196
2021-09-29,Sabah,22430
2021-09-29,Sarawak,25533
2021-09-29,Selangor,31863
2021-09-29,Terengganu,14839
2021-09-29,W.P. Kuala Lumpur,22437
2021-09-29,W.P. Labuan,93
2021-09-29,W.P. Putrajaya,1091
2021-09-30,Johor,43596
2021-09-30,Kedah,35869
2021-09-30,Kelantan,26687
2021-09-30,Melaka,10066
2021-09-30,Negeri Sembilan,11307
2021-09-30,Pahang,27993
2021-09-30,Perak,35010
2021-09-30,Perlis,1819
2021-09-30,Pulau Pinang,26680
2021-09-30,Sabah,23176
2021-09-30,Sarawak,20396
2021-09-30,Selangor,29863
2021-09-30,Terengganu,13303
2021-09-30,W.P. Kuala Lumpur,22275
2021-09-30,W.P. Labuan,82
2021-09-30,W.P. Putrajaya,1041
2021-10-03,Johor,1641
2021-10-03,Kedah,2584
2021-10-03,Kelantan,798
2021-10-03,Melaka,894
2021-10-03,Negeri Sembilan,2360
2021-10-03,Pahang,1094
2021-10-03,Perak,1523
2021-10-03,Perlis,1086
2021-10-03,Pulau Pinang,2138
2021-10-03,Sabah,2895
2021-10-03,Sarawak,684
2021-10-03,Selangor,4875
2021-10-03,Terengganu,1820
2021-10-03,W.P. Kuala Lumpur,3807
2021-10-03,W.P. Labuan,126
2021-10-03,W.P. Putrajaya,396
2021-10-04,Johor,628
2021-10-04,Kedah,726
2021-10-04,Kelantan,0
2021-10-04,Melaka,207
2021-10-04,Negeri Sembilan,6
2021-10-04,Pahang,3194
2021-10-04,Perak,3507
2021-10-04,Perlis,282
2021-10-04,Pulau Pinang,2357
2021-10-04,Sabah,1065
2021-10-04,Sarawak,2516
2021-10-04,Selangor,1089
2021-10-04,Terengganu,0
2021-10-04,W.P. Kuala Lumpur,0
2021-10-04,W.P. Labuan,0
2021-10-04,W.P. Putrajaya,0
2021-10-05,Johor,7027
2021-10-05,Kedah,3272
2021-10-05,Kelantan,3352
2021-10-05,Melaka,2453
2021-10-05,Negeri Sembilan,3169
2021-10-05,Pahang,5286
2021-10-05,Perak,5483
2021-10-05,Perlis,1203
2021-10-05,Pulau Pinang,3148
2021-10-05,Sabah,2775
2021-10-05,Sarawak,5741
2021-10-05,Selangor,6168
2021-10-05,Terengganu,3034
2021-10-05,W.P. Kuala Lumpur,7536
2021-10-05,W.P. Labuan,771
2021-10-05,W.P. Putrajaya,997
2021-10-06,Johor,18892
2021-10-06,Kedah,9967
2021-10-06,Kelantan,10758
2021-10-06,Melaka,3016
2021-10-06,Negeri Sembilan,6186
2021-10-06,Pahang,7763
2021-10-06,Perak,10269
2021-10-06,Perlis,2655
2021-10-06,Pulau Pinang,10238
2021-10-06,Sabah,13752
2021-10-06,Sarawak,8119
2021-10-06,Selangor,27187
2021-10-06,Terengganu,3850
2021-10-06,W.P. Kuala Lumpur,25823
2021-10-06,W.P. Labuan,634
2021-10-06,W.P. Putrajaya,1646
2021-10-07,Johor,26091
2021-10-07,Kedah,4677
2021-10-07,Kelantan,1218
2021-10-07,Melaka,8791
2021-10-07,Negeri Sembilan,20718
2021-10-07,Pahang,6136
2021-10-07,Perak,24104
2021-10-07,Perlis,2608
2021-10-07,Pulau Pinang,11967
2021-10-07,Sabah,16230
2021-10-07,Sarawak,67070
2021-10-07,Selangor,79187
2021-10-07,Terengganu,12668
2021-10-07,W.P. Kuala Lumpur,47594
2021-10-07,W.P. Labuan,2524
2021-10-07,W.P. Putrajaya,2216
2021-10-08,Johor,50829
2021-10-08,Kedah,17204
2021-10-08,Kelantan,2284
2021-10-08,Melaka,5998
2021-10-08,Negeri Sembilan,10565
2021-10-08,Pahang,6776
2021-10-08,Perak,14741
2021-10-08,Perlis,769
2021-10-08,Pulau Pinang,20753
2021-10-08,Sabah,40712
2021-10-08,Sarawak,15160
2021-10-08,Selangor,110984
2021-10-08,Terengganu,15160
2021-10-08,W.P. Kuala Lumpur,54448
2021-10-08,W.P. Labuan,14
2021-10-08,W.P. Putrajaya,2853
2021-10-09,Johor,47458
2021-10-09,Kedah,17826
2021-10-09,Kelantan,4112
2021-10-09,Melaka,12371
2021-10-09,Negeri Sembilan,11785
2021-10-09,Pahang,21114
2021-10-09,Perak,30745
2021-10-09,Perlis,1492
2021-10-09,Pulau Pinang,27504
2021-10-09,Sabah,31854
2021-10-09,Sarawak,22516
2021-10-09,Selangor,28361
2021-10-09,Terengganu,3238
2021-10-09,W.P. Kuala Lumpur,29041
2021-10-09,W.P. Labuan,95
2021-10-09,W.P. Putrajaya,549
2021-11-03,Johor,2103
2021-11-03,Kedah,1643
2021-11-03,Kelantan,356
2021-11-03,Melaka,869
2021-11-03,Negeri Sembilan,60
2021-11-03,Pahang,1880
2021-11-03,Perak,3716
2021-11-03,Perlis,765
2021-11-03,Pulau Pinang,2875
2021-11-03,Sabah,1950
2021-11-03,Sarawak,18
2021-11-03,Selangor,5086
2021-11-03,Terengganu,0
2021-11-03,W.P. Kuala Lumpur,4755
2021-11-03,W.P. Labuan,2
2021-11-03,W.P. Putrajaya,397
2021-11-04,Johor,2663
2021-11-04,Kedah,3402
2021-11-04,Kelantan,1715
2021-11-04,Melaka,0
2021-11-04,Negeri Sembilan,0
2021-11-04,Pahang,3710
2021-11-04,Perak,2051
2021-11-04,Perlis,0
2021-11-04,Pulau Pinang,1813
2021-11-04,Sabah,275
2021-11-04,Sarawak,3776
2021-11-04,Selangor,1125
2021-11-04,Terengganu,2620
2021-11-04,W.P. Kuala Lumpur,0
2021-11-04,W.P. Labuan,0
2021-11-04,W.P. Putrajaya,0
2021-11-05,Johor,2286
2021-11-05,Kedah,1847
2021-11-05,Kelantan,2805
2021-11-05,Melaka,1562
2021-11-05,Negeri Sembilan,3837
2021-11-05,Pahang,4974
2021-11-05,Perak,5138
2021-11-05,Perlis,968
2021-11-05,Pulau Pinang,3138
2021-11-05,Sabah,3175
2021-11-05,Sarawak,3189
2021-11-05,Selangor,5906
2021-11-05,Terengganu,2392
2021-11-05,W.P. Kuala Lumpur,6015
2021-11-05,W.P. Labuan,889
2021-11-05,W.P. Putrajaya,739
2021-11-06,Johor,5902
2021-11-06,Kedah,2294
2021-11-06,Kelantan,557
2021-11-06,Melaka,2870
2021-11-06,Negeri Sembilan,4893
2021-11-06,Pahang,6009
2021-11-06,Perak,11550
2021-11-06,Perlis,1488
2021-11-06,Pulau Pinang,10093
2021-11-06,Sabah,13713
2021-11-06,Sarawak,12545
2021-11-06,Selangor,25510
2021-11-06,Terengganu,182
2021-11-06,W.P. Kuala Lumpur,26655
2021-11-06,W.P. Labuan,479
2021-11-06,W.P. Putrajaya,1563
2021-11-07,Johor,19265
2021-11-07,Kedah,8069
2021-11-07,Kelantan,11309
2021-11-07,Melaka,30
2021-11-07,Negeri Sembilan,18433
2021-11-07,Pahang,6128
2021-11-07,Perak,19312
2021-11-07,Perlis,2625
2021-11-07,Pulau Pinang,10792
2021-11-07,Sabah,13840
2021-11-07,Sarawak,58994
2021-11-07,Selangor,64602
2021-11-07,Terengganu,9709
2021-11-07,W.P. Kuala Lumpur,49277
2021-11-07,W.P. Labuan,2274
2021-11-07,W.P. Putrajaya,2238
2021-11-08,Johor,61644
2021-11-08,Kedah,33415
2021-11-08,Kelantan,21512
2021-11-08,Melaka,12478
2021-11-08,Negeri Sembilan,20474
2021-11-08,Pahang,20153
2021-11-08,Perak,36966
2021-11-08,Perlis,4018
2021-11-08,Pulau Pinang,30200
2021-11-08,Sabah,51961
2021-11-08,Sarawak,20583
2021-11-08,Selangor,114225
2021-11-08,Terengganu,21436
2021-11-08,W.P. Kuala Lumpur,57426
2021-11-08,W.P. Labuan,693
2021-11-08,W.P. Putrajaya,2028
2021-11-09,Johor,42688
2021-11-09,Kedah,19696
2021-11-09,Kelantan,3865
2021-11-09,Melaka,11002
2021-11-09,Negeri Sembilan,4820
2021-11-09,Pahang,21882
2021-11-09,Perak,24120
2021-11-09,Perlis,1394
2021-11-09,Pulau Pinang,20062
2021-11-09,Sabah,28219
2021-11-09,Sarawak,22027
2021-11-09,Selangor,23712
2021-11-09,Terengganu,7665
2021-11-09,W.P. Kuala Lumpur,27802
2021-11-09,W.P. Labuan,1206
2021-11-09,W.P. Putrajaya,0
2021-12-03,Johor,720
2021-12-03,Kedah,714
2021-12-03,Kelantan,0
2021-12-03,Melaka,607
2021-12-03,Negeri Sembilan,1403
2021-12-03,Pahang,2534
2021-12-03,Perak,7317
2021-12-03,Perlis,585
2021-12-03,Pulau Pinang,2854
2021-12-03,Sabah,1430
2021-12-03,Sarawak,894
2021-12-03,Selangor,3751
2021-12-03,Terengganu,0
2021-12-03,W.P. Kuala Lumpur,3136
2021-12-03,W.P. Labuan,6
2021-12-03,W.P. Putrajaya,92
2021-12-04,Johor,5028
2021-12-04,Kedah,4929
2021-12-04,Kelantan,2370
2021-12-04,Melaka,759
2021-12-04,Negeri Sembilan,867
2021-12-04,Pahang,1882
2021-12-04,Perak,3301
2021-12-04,Perlis,1165
2021-12-04,Pulau Pinang,1564
2021-12-04,Sabah,931
2021-12-04,Sarawak,2198
2021-12-04,Selangor,5151
2021-12-04,Terengganu,2711
2021-12-04,W.P. Kuala Lumpur,6142
2021-12-04,W.P. Labuan,0
2021-12-04,W.P. Putrajaya,223
2021-12-05,Johor,146
2021-12-05,Kedah,410
2021-12-05,Kelantan,128
2021-12-05,Melaka,595
2021-12-05,Negeri Sembilan,647
2021-12-05,Pahang,2357
2021-12-05,Perak,36
2021-12-05,Perlis,45
2021-12-05,Pulau Pinang,1939
2021-12-05,Sabah,2398
2021-12-05,Sarawak,370
2021-12-05,Selangor,3251
2021-12-05,Terengganu,933
2021-12-05,W.P. Kuala Lumpur,3619
2021-12-05,W.P. Labuan,960
2021-12-05,W.P. Putrajaya,282
2021-12-06,Johor,18718
2021-12-06,Kedah,1891
2021-12-06,Kelantan,156
2021-12-06,Melaka,2537
2021-12-06,Negeri Sembilan,1268
2021-12-06,Pahang,5625
2021-12-06,Perak,9408
2021-12-06,Perlis,0
2021-12-06,Pulau Pinang,6088
2021-12-06,Sabah,14023
2021-12-06,Sarawak,34313
2021-12-06,Selangor,17132
2021-12-06,Terengganu,1899
2021-12-06,W.P. Kuala Lumpur,23341
2021-12-06,W.P. Labuan,484
2021-12-06,W.P. Putrajaya,0
2021-12-07,Johor,21911
2021-12-07,Kedah,16736
2021-12-07,Kelantan,14494
2021-12-07,Melaka,10413
2021-12-07,Negeri Sembilan,20612
2021-12-07,Pahang,12772
2021-12-07,Perak,24970
2021-12-07,Perlis,2802
2021-12-07,Pulau Pinang,17860
2021-12-07,Sabah,16524
2021-12-07,Sarawak,87239
2021-12-07,Selangor,99601
2021-12-07,Terengganu,12122
2021-12-07,W.P. Kuala Lumpur,68333
2021-12-07,W.P. Labuan,2908
2021-12-07,W.P. Putrajaya,2778
2021-12-08,Johor,68319
2021-12-08,Kedah,34345
2021-12-08,Kelantan,24825
2021-12-08,Melaka,13740
2021-12-08,Negeri Sembilan,21995
2021-12-08,Pahang,22961
2021-12-08,Perak,40454
2021-12-08,Perlis,3519
2021-12-08,Pulau Pinang,35743
2021-12-08,Sabah,54311
2021-12-08,Sarawak,13911
2021-12-08,Selangor,120023
2021-12-08,Terengganu,21692
2021-12-08,W.P. Kuala Lumpur,60986
2021-12-08,W.P. Labuan,506
2021-12-08,W.P. Putrajaya,2757
2021-12-09,Johor,42962
2021-12-09,Kedah,18705
2021-12-09,Kelantan,7482
2021-12-09,Melaka,2573
2021-12-09,Negeri Sembilan,4771
2021-12-09,Pahang,15379
2021-12-09,Perak,18564
2021-12-09,Perlis,1106
2021-12-09,Pulau Pinang,14976
2021-12-09,Sabah,26216
2021-12-09,Sarawak,14443
2021-12-09,Selangor,21291
2021-12-09,Terengganu,14403
2021-12-09,W.P. Kuala Lumpur,23622
2021-12-09,W.P. Labuan,983
2021-12-09,W.P. Putrajaya,0
